n	ChainAxis	ChainDia	CellAxis	DiaP	CellDiaM	GFPfluor	GFPMean	GFPMax	GFPMid	allSepta	manSepta	manTrace	Thr	startX	startY	barX	barY	barW	barH	SeptaPos	ParentID	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Frame
699			3.6007	0.859600	0.5994											630	1250	73	33		155	53.6963	53.6148	53.5274	53.4062	53.2219	54.0623	54.2532	54.3811	54.4706	54.5524	53.6963	27.0059	26.1071	25.2226	24.3513	23.4932	23.3127	24.2017	25.1211	26.0260	26.9283	27.0059	41
700			2.3428	0.746900	0.4329											733	1250	47	33		156	77.2363	77.1091	76.9923	76.8802	76.7729	77.5070	77.6139	77.7251	77.8399	77.9658	77.2363	26.2503	25.6715	25.0939	24.5126	23.9423	23.8043	24.3729	24.9492	25.5173	26.0899	26.2503	41
701			0.8987	0.746900	0.5745											780	1250	18	33		156	77.3896	77.3608	77.3200	77.2773	77.2347	77.9674	78.0102	78.0532	78.0982	78.1300	77.3896	27.1037	26.8873	26.6776	26.4576	26.2427	26.0975	26.3138	26.5351	26.7667	27.0051	27.1037	41
702			3.2065	0.746900	0.5328											798	1250	65	33		156	77.3441	77.3980	77.4251	77.4299	77.3869	78.1327	78.1770	78.1719	78.1440	78.0893	77.3441	30.2322	29.4360	28.6438	27.8563	27.0749	27.0338	27.8380	28.6589	29.4739	30.2826	30.2322	41
703			3.0920	0.698900	0.5495											893	1250	62	33		157	12.8122	12.3743	11.9596	11.5454	11.1340	11.7245	12.1358	12.5506	12.9596	13.3906	12.8122	28.9995	28.3536	27.6934	27.0399	26.3897	26.0160	26.6660	27.3205	27.9716	28.6073	28.9995	41
704			3.4412	0.698900	0.4746											955	1250	69	33		157	14.5927	14.1476	13.6837	13.2319	12.7997	13.4031	13.8324	14.2767	14.7408	15.1906	14.5927	31.9227	31.1873	30.4644	29.7193	28.9797	28.6271	29.3618	30.0945	30.8176	31.5609	31.9227	41
705			2.3428	0.647800	0.7993											30	1300	47	33		158	79.0554	78.9684	78.8785	78.7907	78.7044	79.3450	79.4312	79.5189	79.6088	79.6961	79.0554	31.3868	30.8048	30.2275	29.6438	29.0708	28.9743	29.5473	30.1294	30.7071	31.2910	31.3868	41
706			1.8482	0.647800	1.0241											77	1300	37	33		158	79.2899	79.2444	79.1857	79.1185	79.0550	79.6964	79.7597	79.8274	79.8880	79.9345	79.2899	33.2037	32.7462	32.2930	31.8351	31.3841	31.2938	31.7430	32.2044	32.6725	33.1396	33.2037	41
707			1.5482	0.647800	0.9991											114	1300	31	33		158	79.2996	79.2977	79.2967	79.2983	79.2884	79.9360	79.9461	79.9445	79.9455	79.9474	79.2996	34.7212	34.3312	33.9401	33.5543	33.1802	33.1630	33.5471	33.9406	34.3288	34.7180	34.7212	41
708			1.2481	0.647800	0.5828											145	1300	25	33		158	79.1055	79.1677	79.2200	79.2673	79.3018	79.9452	79.9092	79.8592	79.8043	79.7401	79.1055	35.8858	35.5824	35.2799	34.9778	34.6820	34.7572	35.0654	35.3851	35.7027	36.0159	35.8858	41
709			1.6484	0.647800	0.7493											170	1300	33	33		158	78.7552	78.8537	78.9420	79.0243	79.1055	79.7401	79.6589	79.5756	79.4844	79.3840	78.7552	37.4830	37.0843	36.6861	36.2824	35.8859	36.0158	36.4121	36.8209	37.2321	37.6384	37.4830	41
710			2.3975	0.647800	0.6494											203	1300	48	33		158	78.0539	78.2542	78.4266	78.5959	78.7581	79.3811	79.2180	79.0470	78.8694	78.6641	78.0539	39.7410	39.1786	38.6139	38.0420	37.4721	37.6493	38.2226	38.8004	39.3820	39.9583	39.7410	41
711			0.7493	0.647800												251	1300	15	33		158	77.7652	77.8406	77.9159	77.9909	78.0609	78.6570	78.5862	78.5104	78.4351	78.3597	77.7652	40.4091	40.2349	40.0607	39.8874	39.7229	39.9765	40.1428	40.3180	40.4922	40.6664	40.4091	41
712			2.1430	0.576800	0.9741											296	1300	43	33		159	78.2854	78.2381	78.1673	78.1016	78.0402	78.6132	78.6744	78.7394	78.8115	78.8600	78.2854	32.5147	31.9839	31.4589	30.9208	30.3940	30.3272	30.8524	31.3853	31.9197	32.4635	32.5147	41
713			2.6424	0.576800	1.1739											339	1300	53	33		159	78.4335	78.4197	78.3906	78.3421	78.2854	78.8600	78.9171	78.9665	78.9962	79.0102	78.4335	35.1325	34.4716	33.8206	33.1642	32.5142	32.4641	33.1179	33.7865	34.4527	35.1204	35.1325	41
714			1.5436	0.637400	0.6494											422	1300	31	33		160	77.2684	77.2197	77.1712	77.1094	77.0484	77.6775	77.7385	77.8020	77.8519	77.9008	77.2684	32.0771	31.6910	31.3152	30.9358	30.5611	30.4586	30.8334	31.2231	31.6103	31.9973	32.0771	41
715			1.9981	0.637400	0.5745											453	1300	40	33		160	77.4153	77.3705	77.3405	77.3066	77.2669	77.9022	77.9423	77.9766	78.0062	78.0502	77.4153	34.0577	33.5506	33.0488	32.5538	32.0629	32.0115	32.5064	33.0081	33.5036	34.0016	34.0577	41
716			3.7565	0.637400	0.4995											493	1300	76	33		160	77.8111	77.7048	77.6013	77.4925	77.4151	78.0503	78.1268	78.2346	78.3383	78.4444	77.8111	37.8009	36.8624	35.9294	34.9921	34.0559	34.0034	34.9291	35.8575	36.7914	37.7292	37.8009	41
717			2.3927	0.549700	1.4154											599	1300	48	33		161	14.3318	14.0839	13.8337	13.5797	13.3375	13.8400	14.0800	14.3325	14.5837	14.8321	14.3318	33.6431	33.0980	32.5547	32.0097	31.4640	31.2411	31.7821	32.3237	32.8693	33.4155	33.6431	41
718			1.9980	0.549700	1.3987											647	1300	40	33		161	15.1053	14.9273	14.7411	14.5463	14.3343	14.8296	15.0465	15.2479	15.4388	15.6191	15.1053	35.4652	34.9966	34.5398	34.0891	33.6484	33.4101	33.8608	34.3270	34.7952	35.2700	35.4652	41
719			4.3400	0.727300	0.3747											717	1300	87	33		162	16.4321	15.9914	15.5320	15.0996	14.6722	15.3399	15.7675	16.1957	16.6532	17.0966	16.4321	36.2116	35.2204	34.2362	33.2309	32.2404	31.9523	32.9432	33.9386	34.9188	35.9161	36.2116	41
720			3.3715	0.727300	0.6661											804	1300	68	33		162	17.5445	17.2464	16.9696	16.6970	16.4210	17.1076	17.3845	17.6575	17.9307	18.2255	17.5445	39.3711	38.5761	37.7729	36.9747	36.1836	35.9441	36.7374	37.5369	38.3300	39.1157	39.3711	41
721			2.1926	0.696600	1.2988											902	1300	44	33		163	16.0417	15.8566	15.6405	15.4302	15.2242	15.8691	16.0748	16.2821	16.5037	16.6959	16.0417	37.8720	37.3659	36.8681	36.3563	35.8518	35.5886	36.0923	36.5970	37.1073	37.6326	37.8720	41
722			2.6125	0.696600	0.4995											946	1300	53	33		163	16.9710	16.7305	16.4877	16.2564	16.0402	16.6975	16.9114	17.1377	17.3781	17.6188	16.9710	40.3228	39.7145	39.1032	38.4836	37.8677	37.6369	38.2464	38.8528	39.4579	40.0668	40.3228	41
723			0.4945	0.608400	0.8492											30	1350	10	33		164	80.0880	80.0673	80.0467	80.0261	80.0062	80.6063	80.6261	80.6468	80.6674	80.6880	80.0880	37.9994	37.8763	37.7531	37.6299	37.5117	37.4111	37.5294	37.6526	37.7757	37.8989	37.9994	41
724			2.9971	0.608400	0.5162											40	1350	60	33		164	80.5911	80.4821	80.3583	80.2204	80.0886	80.6874	80.8188	80.9573	81.0831	81.1931	80.5911	40.9474	40.2043	39.4716	38.7367	38.0029	37.8954	38.6268	39.3647	40.1095	40.8591	40.9474	41
725			1.9478	0.608400	0.5328											100	1350	39	33		164	80.8957	80.8345	80.7628	80.6668	80.5915	81.1926	81.2658	81.3622	81.4372	81.4993	80.8957	42.8646	42.3827	41.9095	41.4303	40.9503	40.8561	41.3234	41.8041	42.2987	42.7879	42.8646	41
726			4.1450	0.608400	1.0324											139	1350	83	33		164	80.9704	80.9694	81.0059	80.9857	80.8945	81.5005	81.5936	81.6145	81.5779	81.5788	80.9704	46.9666	45.9221	44.8867	43.8678	42.8535	42.7990	43.8345	44.8914	45.9325	46.9660	46.9666	41
727			1.7480	0.608400	0.5994											222	1350	35	33		164	81.0134	80.9820	80.9617	80.9695	80.9704	81.5788	81.5779	81.5704	81.5895	81.6203	81.0134	48.7342	48.2918	47.8396	47.3929	46.9656	46.9670	47.3988	47.8312	48.2566	48.6912	48.7342	41
728			0.6894	0.608400	0.2997											257	1350	14	33		164	81.0989	81.0776	81.0563	81.0350	81.0149	81.6188	81.6389	81.6602	81.6814	81.7027	81.0989	49.4340	49.2604	49.0869	48.9134	48.7497	48.6756	48.8392	49.0128	49.1863	49.3598	49.4340	41
729			3.0918	0.529300	0.6494											301	1350	62	33		165	78.2217	78.3285	78.4673	78.6333	78.8116	79.3266	79.1495	78.9866	78.8514	78.7460	78.2217	43.2976	42.5255	41.7535	40.9899	40.2389	40.3612	41.1072	41.8566	42.6086	43.3702	43.2976	41
730			3.5357	0.529300												363	1350	71	33		165	78.2068	78.1684	78.1633	78.1788	78.2195	78.7482	78.7079	78.6927	78.6977	78.7356	78.2068	46.8791	45.9858	45.0937	44.2028	43.3217	43.3461	44.2196	45.0968	45.9729	46.8563	46.8791	41
731			3.3914	0.553200	0.4496											464	1350	68	33		166	79.1228	79.1201	79.1262	79.1434	79.1154	79.6684	79.6969	79.6794	79.6734	79.6760	79.1228	46.2456	45.3950	44.5426	43.6996	42.8633	42.8448	43.6960	44.5502	45.3961	46.2439	46.2456	41
732			1.6482	0.553200	0.6244											532	1350	33	33		166	79.0932	79.0878	79.0995	79.1113	79.1229	79.6759	79.6643	79.6525	79.6411	79.6464	79.0932	47.8960	47.4760	47.0559	46.6413	46.2368	46.2527	46.6571	47.0714	47.4802	47.8888	47.8960	41
733			1.4137	0.553200	0.4829											565	1350	29	33		166	79.1782	79.1543	79.1303	79.1098	79.0935	79.6462	79.6623	79.6824	79.7062	79.7301	79.1782	49.3222	48.9683	48.6130	48.2560	47.9052	47.8796	48.2274	48.5785	48.9310	49.2849	49.3222	41
734			1.1439	0.538600	0.5994											624	1350	23	33		167	39.9551	39.9487	39.9396	39.9287	39.9182	40.4564	40.4669	40.4778	40.4871	40.4936	39.9551	46.0679	45.7796	45.4971	45.2082	44.9287	44.9085	45.1880	45.4783	45.7649	46.0559	46.0679	41
735			3.0469	0.538600	0.5995											647	1350	61	33		167	39.9993	39.9849	39.9688	39.9595	39.9551	40.4937	40.4981	40.5073	40.5233	40.5378	39.9993	49.1135	48.3496	47.5846	46.8185	46.0635	46.0603	46.8137	47.5757	48.3389	49.1033	49.1135	41
736			2.6974	0.538600	0.6494											708	1350	54	33		167	40.1139	40.0765	40.0504	40.0233	39.9995	40.5377	40.5615	40.5885	40.6145	40.6517	40.1139	51.8181	51.1376	50.4617	49.7875	49.1180	49.0988	49.7671	50.4405	51.1124	51.7885	51.8181	41
737			0.7743	0.538600	1.1240											762	1350	16	33		167	40.1525	40.1428	40.1331	40.1233	40.1139	40.6518	40.6612	40.6710	40.6807	40.6904	40.1525	52.5901	52.3955	52.2009	52.0063	51.8168	51.7899	51.9795	52.1740	52.3686	52.5632	52.5901	41
738			1.2439	0.586600	0.5328											808	1350	25	33		168	42.8284	42.8136	42.7991	42.7843	42.7699	43.3559	43.3702	43.3850	43.3996	43.4143	42.8284	46.2195	45.9052	45.5958	45.2815	44.9771	44.9495	45.2539	45.5683	45.8777	46.1920	46.2195	41
739			1.8982	0.586600	0.8992											833	1350	38	33		168	42.8941	42.8803	42.8661	42.8502	42.8284	43.4143	43.4363	43.4524	43.4667	43.4805	42.8941	48.1113	47.6321	47.1585	46.6866	46.2195	46.1921	46.6631	47.1398	47.6148	48.0944	48.1113	41
740			2.3977	0.586600	1.0657											871	1350	48	33		168	42.9017	42.9048	42.9084	42.9051	42.8941	43.4805	43.4917	43.4950	43.4914	43.4882	42.9017	50.4989	49.8944	49.2965	48.7007	48.1083	48.0974	48.6936	49.2966	49.8977	50.5020	50.4989	41
741			3.7310	0.586600	0.9741											919	1350	75	33		168	42.7474	42.8223	42.8902	42.9066	42.9017	43.4882	43.4932	43.4764	43.4072	43.3321	42.7474	54.2022	53.2721	52.3497	51.4278	50.5020	50.4989	51.4314	52.3765	53.3172	54.2493	54.2022	41
742			2.8918	0.615300	0.5245											1024	1350	58	33		169	43.8584	43.8328	43.7919	43.7399	43.6736	44.2862	44.3531	44.4059	44.4475	44.4734	43.8584	48.1403	47.4201	46.7026	45.9858	45.2727	45.2157	45.9351	46.6629	47.3917	48.1184	48.1403	41
743			3.7114	0.615300	1.1323											1082	1350	75	33		169	43.7952	43.8402	43.8662	43.8533	43.8583	44.4736	44.4686	44.4816	44.4551	44.4098	43.7952	51.8243	50.8993	49.9803	49.0548	48.1277	48.1310	49.0522	49.9847	50.9230	51.8541	51.8243	41
744			3.2919	0.860000	1.4487											30	1400	66	33		170	54.4740	54.5858	54.7126	54.8188	54.9168	55.7706	55.6721	55.5639	55.4368	55.3262	54.4740	48.5636	47.7428	46.9294	46.1196	45.3084	45.4115	46.2271	47.0516	47.8670	48.6796	48.5636	41
745			3.2370	0.860000	1.2738											96	1400	65	33		170	53.9775	54.1108	54.2395	54.3520	54.4751	55.3251	55.2028	55.0898	54.9594	54.8259	53.9775	51.7494	50.9470	50.1534	49.3537	48.5560	48.6872	49.4792	50.2822	51.0862	51.8903	51.7494	41
746			2.2426	0.822100	0.6494											191	1400	45	33		171	80.8835	80.9033	80.9323	80.9853	81.0551	81.8708	81.8027	81.7525	81.7247	81.7051	80.8835	51.9019	51.3345	50.7641	50.1873	49.6304	49.7325	50.2760	50.8227	51.3698	51.9306	51.9019	41
747			2.2127	0.822100	0.5745											236	1400	45	33		171	80.8795	80.9050	80.8953	80.8851	80.8832	81.7053	81.7072	81.7173	81.7275	81.7007	80.8795	54.1088	53.5683	53.0275	52.4701	51.9177	51.9149	52.4612	53.0126	53.5804	54.1476	54.1088	41
748			3.9213	0.847900	1.1989											311	1400	79	33		172	62.7269	62.8429	62.9458	63.0487	63.1349	63.9795	63.8927	63.7890	63.6855	63.5688	62.7269	73.3126	72.3381	71.3673	70.3922	69.4254	69.5007	70.4743	71.4565	72.4329	73.4128	73.3126	41
749			4.0911	0.620100	1.2239											420	1400	82	33		173	31.2879	30.7162	30.1795	29.6556	29.1598	29.7023	30.1939	30.7114	31.2394	31.8038	31.2879	83.7897	82.9323	82.0503	81.1630	80.2679	79.9674	80.8551	81.7314	82.5990	83.4456	83.7897	41
750			2.9469	0.620100	1.0490											502	1400	59	33		173	33.0243	32.6020	32.1568	31.7063	31.2901	31.8016	32.2097	32.6507	33.1022	33.5313	33.0243	86.1795	85.5799	84.9964	84.4003	83.7929	83.4424	84.0378	84.6214	85.2132	85.8224	86.1795	41
751			0.5845	0.620100												561	1400	12	33		173	33.3474	33.2636	33.1827	33.0989	33.0207	33.5350	33.6131	33.6969	33.7779	33.8616	33.3474	86.6589	86.5346	86.4145	86.2902	86.1743	85.8276	85.9436	86.0679	86.1880	86.3123	86.6589	41
752			0.5944	0.642100												603	1400	12	33		174	27.9919	27.9355	27.8790	27.8226	27.7680	28.3628	28.4173	28.4738	28.5302	28.5867	27.9919	83.7181	83.5793	83.4405	83.3017	83.1675	82.9256	83.0598	83.1986	83.3374	83.4763	83.7181	41
753			2.4960	0.642100	0.8992											615	1400	50	33		174	29.2804	28.9112	28.5550	28.2506	27.9956	28.5829	28.8286	29.1077	29.4403	29.8029	29.2804	85.9336	85.4167	84.8782	84.3039	83.7270	83.4675	84.0234	84.5500	85.0529	85.5604	85.9336	41
754			2.1480	0.642100	0.8992											665	1400	43	33		174	30.5276	30.2294	29.9178	29.5993	29.2839	29.7994	30.1156	30.4367	30.7563	31.0604	30.5276	87.6708	87.2276	86.7956	86.3629	85.9384	85.5555	85.9812	86.4175	86.8604	87.3125	87.6708	41
755			0.7693	0.642100												708	1400	16	33		174	30.9639	30.8536	30.7432	30.6322	30.5280	31.0600	31.1628	31.2724	31.3827	31.4931	30.9639	88.3083	88.1477	87.9871	87.8256	87.6714	87.3118	87.4640	87.6235	87.7841	87.9447	88.3083	41
756			3.8406	0.572100	0.5162											754	1400	77	33		175	31.0615	30.4687	29.9402	29.4092	28.8545	29.3187	29.8794	30.4179	30.9361	31.5156	31.0615	86.6913	85.9176	85.1064	84.3099	83.5400	83.2056	83.9840	84.7916	85.5870	86.3433	86.6913	41
757			1.3587	0.572100												831	1400	28	33		175	31.9415	31.7194	31.5006	31.2804	31.0672	31.5099	31.7206	31.9381	32.1570	32.3790	31.9415	87.7438	87.4802	87.2204	86.9590	86.6984	86.3362	86.5936	86.8518	87.1116	87.3752	87.7438	41
758			2.3927	0.883100	0.6328											889	1400	48	33		176	6.5689	6.6323	6.7053	6.8197	6.9304	7.7981	7.6874	7.5786	7.5098	7.4470	6.5689	96.6277	96.0287	95.4157	94.8118	94.2277	94.3921	94.9762	95.5503	96.1275	96.7207	96.6277	41
759			2.9666	0.883100	0.7743											937	1400	60	33		176	6.2966	6.3266	6.3850	6.4805	6.5697	7.4462	7.3568	7.2638	7.2084	7.1789	6.2966	99.6089	98.8571	98.0964	97.3481	96.6205	96.7279	97.4577	98.1861	98.9086	99.6442	99.6089	41
760			1.5434	0.652900	0.7243											1027	1400	31	33		177	76.9085	77.2713	77.6392	78.0168	78.3769	78.5837	78.2236	77.8621	77.5142	77.1557	76.9085	0.3485	0.2001	0.0557	-0.0704	-0.1907	0.4286	0.5489	0.6697	0.8062	0.9529	0.3485	45
761			1.4886	0.652900	0.8825											1058	1400	30	33		177	75.5356	75.8790	76.2231	76.5678	76.9034	77.1607	76.8260	76.4829	76.1400	75.7967	75.5356	0.9432	0.7933	0.6435	0.4945	0.3507	0.9508	1.0943	1.2425	1.3919	1.5417	0.9432	45
762			1.5434	0.812500	0.3663											30	1450	31	33		178	75.6918	75.7149	75.7512	75.7977	75.8423	76.6492	76.6045	76.5593	76.5252	76.5030	75.6918	14.8240	14.4282	14.0333	13.6410	13.2640	13.3596	13.7366	14.1182	14.4890	14.8712	14.8240	45
763			1.6982	0.812500	0.4496											61	1450	34	33		178	75.7135	75.6908	75.6741	75.6783	75.6913	76.5034	76.4907	76.4867	76.5025	76.5249	75.7135	16.5660	16.1341	15.6973	15.2587	14.8351	14.8601	15.2751	15.6857	16.0972	16.5233	16.5660	45
764			2.8467	0.812500	0.4995											95	1450	57	33		178	76.0812	75.9211	75.8450	75.7830	75.7148	76.5235	76.5921	76.6538	76.7244	76.8743	76.0812	19.4528	18.7331	17.9958	17.2830	16.5841	16.5052	17.2084	17.9189	18.6027	19.2763	19.4528	45
765			1.8132	0.812500	0.5162											152	1450	37	33		178	76.6460	76.4971	76.3457	76.2103	76.0869	76.8687	76.9900	77.1186	77.2648	77.4137	76.6460	21.2240	20.7945	20.3575	19.9113	19.4752	19.2539	19.6827	20.1064	20.5285	20.9580	21.2240	45
766			2.0931	0.704400	1.1156											219	1450	42	33		179	33.9182	33.8514	33.7872	33.7186	33.6488	34.3468	34.4168	34.4859	34.5503	34.6169	33.9182	23.8179	23.2969	22.7770	22.2591	21.7449	21.6502	22.1656	22.6876	23.2089	23.7284	23.8179	45
767			2.5072	0.704400	0.7743											261	1450	51	33		179	34.1040	34.1070	34.0514	33.9875	33.9176	34.6174	34.6879	34.7525	34.8115	34.8084	34.1040	26.2688	25.6563	25.0487	24.4265	23.8131	23.7332	24.3506	24.9807	25.6258	26.2722	26.2688	45
768			1.0940	0.854300												342	1450	22	33		180	73.9209	73.8737	73.8264	73.7792	73.7328	74.5743	74.6207	74.6680	74.7152	74.7625	73.9209	34.8916	34.6209	34.3503	34.0796	33.8139	33.6670	33.9327	34.2034	34.4740	34.7447	34.8916	45
769			2.8122	0.854300												364	1450	57	33		180	74.5731	74.3972	74.2271	74.0762	73.9247	74.7587	74.9106	75.0594	75.2257	75.4004	74.5731	37.6613	36.9770	36.2854	35.5925	34.9108	34.7255	35.4089	36.0925	36.7686	37.4487	37.6613	45
770			2.1430	0.878400												451	1450	43	33		181	68.9165	69.4247	69.9245	70.4295	70.9262	71.2281	70.7303	70.2210	69.7131	69.2000	68.9165	59.1104	58.9370	58.7601	58.5768	58.3950	59.2199	59.4021	59.5870	59.7668	59.9417	59.1104	45
771			2.1779	0.878400	0.8742											494	1450	44	33		181	66.8344	67.3613	67.8923	68.4172	68.9344	69.1822	68.6642	68.1438	67.6336	67.1220	66.8344	59.7549	59.5724	59.4101	59.2567	59.1047	59.9474	60.0997	60.2517	60.4076	60.5849	59.7549	45
772			5.4287	0.677200												568	1450	109	33		182	95.2036	95.1949	95.1914	95.3501	95.4646	96.1394	96.0239	95.8687	95.8721	95.8808	95.2036	65.3828	64.0235	62.6444	61.2806	59.9372	59.9947	61.3485	62.6828	64.0204	65.3785	65.3828	45
773			5.2142	0.536100	0.8992											707	1450	105	33		183	96.9899	96.6724	96.3893	96.2502	96.1381	96.6722	96.7839	96.9193	97.1945	97.5101	96.9899	67.4510	66.1774	64.8860	63.5728	62.2763	62.2301	63.5215	64.8001	66.0551	67.3213	67.4510	45
774			1.0440	0.738600	1.0990											842	1450	21	33		184	98.8836	98.7825	98.6809	98.5767	98.4765	99.1555	99.2557	99.3599	99.4629	99.5653	98.8836	67.6209	67.3782	67.1411	66.8977	66.6635	66.3728	66.6070	66.8504	67.0909	67.3369	67.6209	45
775			2.2723	0.738600	0.7493											863	1450	46	33		184	99.5088	99.3598	99.2170	99.0698	98.8784	99.5705	99.7730	99.9303	100.0738	100.2218	99.5088	69.7533	69.2018	68.6519	68.1220	67.6077	67.3501	67.8939	68.4602	69.0127	69.5607	69.7533	45
776			0.5445	0.805200	0.6994											939	1450	11	33		185	32.6590	32.5758	32.4956	32.4124	32.3352	32.9825	33.0597	33.1429	33.2231	33.3063	32.6590	74.2114	74.0989	73.9905	73.8781	73.7736	73.2948	73.3992	73.5117	73.6201	73.7325	74.2114	45
777			2.6473	0.805200	0.5495											950	1450	53	33		185	34.3964	33.9494	33.4912	33.0603	32.6615	33.3038	33.6942	34.1004	34.5429	34.9913	34.3964	76.2603	75.7702	75.2732	74.7422	74.2148	73.7292	74.2456	74.7461	75.2260	75.7177	76.2603	45
778			1.8632	0.805200	0.7493											1003	1450	38	33		185	35.5737	35.2782	34.9886	34.6893	34.3897	34.9980	35.3006	35.6086	35.9038	36.1994	35.5737	77.6736	77.3087	76.9512	76.5982	76.2527	75.7252	76.0741	76.4374	76.8019	77.1668	77.6736	45
779			3.1918	0.706600	0.9491											1071	1450	64	33		186	36.2371	35.6909	35.1621	34.6511	34.1336	34.6679	35.1899	35.7010	36.2177	36.7561	36.2371	79.6723	79.0811	78.4697	77.8551	77.2572	76.7948	77.3980	78.0127	78.6101	79.1928	79.6723	45
780			2.9271	0.706600	0.6994											1135	1450	59	33		186	38.1931	37.7087	37.2229	36.7124	36.2305	36.7627	37.2335	37.7405	38.2365	38.7232	38.1931	81.8380	81.2884	80.7480	80.2167	79.6650	79.2002	79.7393	80.2669	80.8187	81.3709	81.8380	45
781			3.0422	0.715000	0.7493											30	1500	61	33		187	37.8717	37.3644	36.8726	36.3488	35.8118	36.3111	36.8541	37.3987	37.9023	38.4074	37.8717	80.1092	79.5354	78.9687	78.4328	77.9091	77.3973	77.9269	78.4841	79.0643	79.6357	80.1092	45
782			1.3687	0.715000	0.5994											91	1500	28	33		187	38.7592	38.5355	38.3123	38.0877	37.8690	38.4102	38.6289	38.8547	39.0792	39.3030	38.7592	81.1431	80.8809	80.6196	80.3594	80.1061	79.6388	79.8922	80.1538	80.4167	80.6789	81.1431	45
783			5.6138	0.625700												149	1500	113	33		188	9.6387	9.5831	9.4588	9.3079	9.1263	9.7466	9.9291	10.0815	10.2076	10.2638	9.6387	84.6995	83.2999	81.9131	80.5241	79.1408	79.0594	80.4496	81.8514	83.2596	84.6747	84.6995	45
784			2.9920	0.543400	1.3654											292	1500	60	33		189	10.5145	10.4158	10.3534	10.2811	10.1955	10.7352	10.8214	10.8946	10.9562	11.0532	10.5145	83.0907	82.3415	81.5902	80.8489	80.1121	80.0494	80.7912	81.5414	82.2836	83.0198	83.0907	45
785			1.2983	0.543400	0.6494											352	1500	26	33		189	10.6362	10.6316	10.6012	10.5583	10.5147	11.0529	11.0967	11.1409	11.1746	11.1795	10.6362	84.3500	84.0318	83.7254	83.4088	83.0924	83.0181	83.3352	83.6621	84.0009	84.3421	84.3500	45
786			1.7834	0.543400	0.8992											378	1500	36	33		189	10.6607	10.6558	10.6500	10.6428	10.6362	11.1795	11.1861	11.1933	11.1991	11.2040	10.6607	86.1321	85.6829	85.2391	84.7898	84.3501	84.3420	84.7814	85.2311	85.6764	86.1263	86.1321	45
787			4.4403	0.793500												444	1500	89	33		190	78.4875	78.3806	78.2612	78.1009	77.9291	78.7129	78.8854	79.0485	79.1700	79.2773	78.4875	7.2433	6.1373	5.0447	3.9521	2.8637	2.7400	3.8326	4.9439	6.0561	7.1669	7.2433	49
788			3.6965	0.793500	0.4496											533	1500	74	33		190	79.0860	78.9526	78.7917	78.6327	78.4904	79.2744	79.4157	79.5732	79.7360	79.8712	79.0860	10.9103	9.9970	9.0924	8.1778	7.2663	7.1439	8.0487	8.9550	9.8702	10.7956	10.9103	49
789			3.6965	0.793500	0.2498											607	1500	74	33		190	79.5901	79.4656	79.3526	79.2243	79.0863	79.8708	80.0094	80.1393	80.2526	80.3765	79.5901	14.5677	13.6447	12.7287	11.8192	10.9126	10.7932	11.7041	12.6247	13.5430	14.4616	14.5677	49
790			1.4986	0.793500	0.3747											681	1500	30	33		190	79.7695	79.7254	79.6840	79.6376	79.5899	80.3767	80.4246	80.4720	80.5138	80.5577	79.7695	16.0482	15.6702	15.2998	14.9317	14.5659	14.4634	14.8307	15.2060	15.5803	15.9564	16.0482	49
791			4.2143	0.793500	0.5745											711	1500	85	33		190	79.8528	79.9520	79.9633	79.8882	79.7694	80.5577	80.6784	80.7571	80.7450	80.6428	79.8528	20.1643	19.1278	18.1077	17.0814	16.0476	15.9570	17.0071	18.0831	19.1701	20.2398	20.1643	49
792			3.9412	0.812400	0.5495											826	1500	79	33		191	51.3306	51.0609	50.8107	50.5777	50.3650	51.1581	51.3693	51.5988	51.8450	52.1124	51.3306	9.7706	8.8148	7.8549	6.8860	5.9266	5.7507	6.7031	7.6574	8.6020	9.5500	9.7706	49
793			2.9220	0.812400	0.6161											905	1500	59	33		191	52.2628	52.0016	51.7579	51.5393	51.3322	52.1108	52.3169	52.5300	52.7654	53.0228	52.2628	12.5754	11.8834	11.1829	10.4721	9.7761	9.5444	10.2369	10.9299	11.6064	12.2885	12.5754	49
794			0.9441	0.809400	0.4329											994	1500	19	33		192	9.0773	9.0597	9.0402	9.0200	9.0007	9.8072	9.8266	9.8467	9.8666	9.8845	9.0773	22.1532	21.9162	21.6843	21.4454	21.2164	21.1484	21.3773	21.6163	21.8523	22.0935	22.1532	49
795			1.8979	0.809400	0.3497											1013	1500	38	33		192	9.2981	9.2096	9.1466	9.1012	9.0767	9.8850	9.9087	9.9512	10.0096	10.0942	9.2981	24.0798	23.5976	23.1091	22.6214	22.1441	22.1026	22.5632	23.0198	23.4727	23.9338	24.0798	49
796			3.3468	0.809400												1051	1500	67	33		192	9.7888	9.6615	9.5567	9.4392	9.2975	10.0948	10.2387	10.3590	10.4633	10.5890	9.7888	27.3776	26.5427	25.7082	24.8872	24.0765	23.9371	24.7601	25.6004	26.4313	27.2556	27.3776	49
797			2.4926	0.820900	0.3497											30	1550	50	33		193	34.8552	34.6364	34.4074	34.1584	33.8957	34.6379	34.9046	35.1634	35.4012	35.6233	34.8552	33.6522	33.0724	32.5043	31.9448	31.3890	31.0382	31.6024	32.1838	32.7740	33.3624	33.6522	49
