n	ChainAxis	ChainDia	CellAxis	DiaP	CellDiaM	GFPfluor	GFPMean	GFPMax	GFPMid	allSepta	manSepta	manTrace	Thr	startX	startY	barX	barY	barW	barH	SeptaPos	ParentID	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Frame
416			1.9327	0.746100	0.6494											719	450	39	33		61	35.6369	35.9433	36.2554	36.5898	36.9303	37.4641	37.1346	36.8222	36.5212	36.2148	35.6369	88.3196	87.9443	87.5622	87.1897	86.8409	87.3622	87.6997	88.0476	88.4162	88.7915	88.3196	17
417			3.8386	0.721800	0.3996											788	450	77	33		62	35.1256	35.1469	35.1681	35.1942	35.3140	36.0303	35.9148	35.8897	35.8686	35.8472	35.1256	86.1486	85.1854	84.2262	83.2455	82.2816	82.3706	83.2997	84.2437	85.2014	86.1646	86.1486	17
418			3.2464	0.721800	0.7660											865	450	65	33		62	34.6632	34.7993	34.9230	35.0352	35.1279	35.8449	35.7512	35.6370	35.5117	35.3747	34.6632	89.3080	88.5081	87.7089	86.9093	86.1148	86.1984	87.0013	87.8143	88.6238	89.4291	89.3080	17
419			0.5295	0.721800	0.9491											930	450	11	33		62	34.5827	34.6029	34.6231	34.6434	34.6621	35.3758	35.3570	35.3368	35.3165	35.2963	34.5827	89.8379	89.7045	89.5712	89.4378	89.3143	89.4227	89.5462	89.6795	89.8129	89.9462	89.8379	17
420			1.7933	0.752100	0.8159											971	450	36	33		63	38.9614	39.2767	39.5924	39.9083	40.2206	40.7559	40.4437	40.1280	39.8129	39.4978	38.9614	86.0998	85.7791	85.4585	85.1384	84.8219	85.3502	85.6666	85.9865	86.3066	86.6271	86.0998	17
421			1.2988	0.752100	0.4496											1007	450	26	33		63	38.0493	38.2810	38.5092	38.7374	38.9620	39.4972	39.2725	39.0443	38.8161	38.5844	38.0493	87.0233	86.7887	86.5576	86.3267	86.0992	86.6277	86.8552	87.0862	87.3172	87.5517	87.0233	17
422			1.6484	0.752100	0.7327											1033	450	33	33		63	36.9180	37.2030	37.4826	37.7622	38.0448	38.5890	38.3131	38.0362	37.7497	37.4619	36.9180	88.2306	87.9323	87.6330	87.3242	87.0279	87.5471	87.8362	88.1422	88.4488	88.7501	88.2306	17
423			1.9182	0.752100	0.4995											1066	450	39	33		63	35.5911	35.9297	36.2629	36.5911	36.9165	37.4633	37.1371	36.8046	36.4678	36.1293	35.5911	89.6101	89.2634	88.9221	88.5767	88.2321	88.7485	89.0940	89.4438	89.7888	90.1355	89.6101	17
424			2.9418	0.791100	0.7826											30	500	59	33		64	46.7357	46.0223	45.3057	44.5766	43.8587	43.9990	44.7167	45.4428	46.1736	46.9041	46.7357	12.6310	12.4755	12.3523	12.2211	12.0918	11.3132	11.4426	11.5732	11.6989	11.8581	12.6310	21
425			3.3367	0.791100	1.2364											89	500	67	33		64	49.8797	49.0860	48.2976	47.5121	46.7187	46.9212	47.7308	48.5382	49.3354	50.1323	49.8797	13.6069	13.3395	13.0812	12.8370	12.6269	11.8622	12.0766	12.3275	12.5888	12.8573	13.6069	21
426			2.4426	0.825200	0.9991											186	500	49	33		65	49.8383	49.3736	48.9031	48.4073	47.9127	48.3872	48.8818	49.3913	49.8890	50.3672	49.8383	23.0294	22.6413	22.2814	21.9329	21.5854	20.9102	21.2577	21.6159	21.9966	22.3959	23.0294	21
427			2.9917	0.825200	0.8742											235	500	60	33		65	52.2920	51.6773	51.0623	50.4456	49.8508	50.3547	50.9379	51.5397	52.1508	52.7646	52.2920	24.8013	24.3718	23.9396	23.4981	23.0394	22.3859	22.8356	23.2665	23.6960	24.1248	24.8013	21
428			3.6914	0.785600	1.3821											325	500	74	33		66	67.3580	66.4433	65.5479	64.6462	63.7289	63.7286	64.6496	65.5960	66.5367	67.4559	67.3580	22.5656	22.4507	22.3488	22.3405	22.3409	21.5553	21.5550	21.5636	21.6706	21.7862	22.5656	21
429			4.5285	0.785600	1.1323											399	500	91	33		66	71.6546	70.5656	69.4812	68.4197	67.3338	67.4801	68.6095	69.7140	70.7944	71.8789	71.6546	23.7579	23.4334	23.0959	22.7676	22.5618	21.7900	22.0040	22.3456	22.6819	23.0050	23.7579	21
430			0.6444	0.837200												520	500	13	33		67	68.8727	68.8810	68.8890	68.8973	68.9051	69.7412	69.7334	69.7251	69.7171	69.7088	68.8727	26.1303	25.9657	25.8060	25.6414	25.4867	25.5289	25.6836	25.8482	26.0079	26.1725	26.1303	21
431			1.7482	0.837200	0.3247											533	500	35	33		67	68.6919	68.7543	68.8074	68.8455	68.8730	69.7084	69.6802	69.6399	69.5840	69.5204	68.6919	27.8290	27.3980	26.9733	26.5478	26.1242	26.1786	26.6123	27.0625	27.5099	27.9490	27.8290	21
432			2.4477	0.837200	0.2664											568	500	50	33		67	68.2182	68.3478	68.4708	68.5865	68.6943	69.5180	69.4094	69.2918	69.1669	69.0364	68.2182	30.2006	29.6022	29.0049	28.4065	27.8141	27.9639	28.5608	29.1689	29.7752	30.3778	30.2006	21
433			2.9922	0.829200	0.8492											648	500	60	33		68	96.2007	96.4650	96.7394	97.0073	97.2676	98.0441	97.7826	97.5123	97.2392	96.9771	96.2007	34.8192	34.1147	33.4156	32.7194	32.0241	32.3147	33.0137	33.7160	34.4118	35.1104	34.8192	21
434			2.4776	0.829200	1.0324											708	500	50	33		68	95.4234	95.6141	95.8028	95.9887	96.1985	96.9793	96.7753	96.5935	96.4037	96.2130	95.4234	37.1925	36.5979	36.0098	35.4118	34.8251	35.1045	35.6746	36.2595	36.8512	37.4457	37.1925	21
435			5.6886	0.818600	0.6994											788	500	114	33		69	32.5324	31.6648	30.8281	29.9523	29.0120	29.6207	30.5770	31.4788	32.3206	33.1826	32.5324	57.3286	56.1946	55.0483	53.9525	52.9068	52.3595	53.4228	54.5512	55.7045	56.8312	57.3286	21
436			5.3244	0.818600	1.4154											902	500	107	33		69	35.6366	34.9174	34.1687	33.3762	32.5413	33.1737	34.0196	34.8328	35.5986	36.3247	35.6366	61.6078	60.4922	59.4068	58.3555	57.3399	56.8200	57.8490	58.9277	60.0378	61.1642	61.6078	21
437			4.5900	0.812300	1.2988											1039	500	92	33		70	30.5612	29.7252	28.8593	27.9716	27.0500	27.5236	28.4609	29.3737	30.2635	31.1131	30.5612	62.5868	61.8128	61.0816	60.3783	59.7171	59.0570	59.7296	60.4528	61.2041	61.9907	62.5868	21
438			0.9591	0.812300												1131	500	20	33		70	31.2287	31.0556	30.8859	30.7162	30.5501	31.1242	31.2903	31.4599	31.6296	31.8028	31.2287	63.2539	63.0809	62.9115	62.7421	62.5762	62.0014	62.1673	62.3367	62.5062	62.6792	63.2539	21
439			3.2920	0.837800	1.1489											30	550	66	33		71	68.5238	68.8193	69.1208	69.4162	69.7036	70.4879	70.1992	69.9016	69.6004	69.3061	68.5238	66.3302	65.5589	64.7913	64.0252	63.2600	63.5545	64.3231	65.0951	65.8619	66.6300	66.3302	21
440			4.1945	0.837800	0.6494											96	550	84	33		71	67.4363	67.5818	67.8290	68.1567	68.5221	69.3078	68.9489	68.6370	68.4065	68.2663	67.4363	70.4657	69.4027	68.3463	67.3227	66.3348	66.6254	67.5959	68.5698	69.5553	70.5793	70.4657	21
441			1.9481	0.837800	0.7993											180	550	39	33		71	67.1851	67.2420	67.3020	67.3704	67.4364	68.2662	68.2001	68.1327	68.0738	68.0172	67.1851	72.4058	71.9184	71.4277	70.9396	70.4648	70.5802	71.0553	71.5367	72.0179	72.5030	72.4058	21
442			1.2039	0.837800												219	550	25	33		71	67.0596	67.0897	67.1194	67.1512	67.1850	68.0173	67.9840	67.9529	67.9234	67.8933	67.0596	73.6104	73.3072	73.0080	72.7018	72.4067	72.5021	72.7927	73.0926	73.3899	73.6932	73.6104	21
443			0.9441	0.748700	1.1989											274	550	19	33		72	55.0562	54.8165	54.5818	54.3421	54.1124	54.1296	54.3593	54.5990	54.8338	55.0735	55.0562	64.9650	64.9595	64.9541	64.9485	64.9433	64.1948	64.2000	64.2056	64.2110	64.2165	64.9650	21
444			2.7965	0.748700	1.1989											293	550	56	33		72	57.7617	57.0721	56.3925	55.7193	55.0394	55.0903	55.7951	56.5070	57.2054	57.9001	57.7617	65.3497	65.2200	65.1018	65.0105	64.9642	64.2173	64.2653	64.3618	64.4832	64.6140	65.3497	21
445			1.9482	0.748700	0.7493											349	550	39	33		72	59.6722	59.1905	58.7086	58.2264	57.7553	57.9064	58.3747	58.8529	59.3321	59.8123	59.6722	65.7267	65.6350	65.5412	65.4456	65.3485	64.6152	64.7117	64.8065	64.8998	64.9912	65.7267	21
446			3.2966	0.748700	0.2498											388	550	66	33		72	62.9452	62.1383	61.3324	60.5098	59.6927	59.7918	60.5985	61.4154	62.2463	63.0731	62.9452	66.1607	66.0208	65.9255	65.8392	65.7300	64.9879	65.0957	65.1814	65.2797	65.4230	66.1607	21
447			1.2428	0.748700	0.4496											454	550	25	33		72	64.2360	63.9214	63.5874	63.2434	62.9352	63.0832	63.3724	63.6490	63.9343	64.2490	64.2360	66.2831	66.2777	66.2719	66.2209	66.1588	65.4249	65.4832	65.5242	65.5291	65.5346	66.2831	21
448			3.1420	0.844800	0.7493											509	550	63	33		73	83.4340	83.2619	83.1167	82.9963	82.9089	83.7485	83.8340	83.9499	84.0899	84.2588	83.4340	70.5791	69.8014	69.0162	68.2209	67.4382	67.3445	68.1108	68.8761	69.6333	70.3967	70.5791	21
449			2.9023	0.844800	0.7660											572	550	59	33		73	84.3710	84.1387	83.8879	83.6419	83.4403	84.2524	84.4473	84.6828	84.9350	85.1710	84.3710	73.3734	72.6883	72.0109	71.3074	70.6043	70.3715	71.0514	71.7248	72.4059	73.1022	73.3734	21
450			3.7410	0.814800	0.5495											661	550	75	33		74	55.9947	56.9120	57.8410	58.7964	59.7353	59.8024	58.8893	57.9875	57.0913	56.1793	55.9947	68.5037	68.2902	68.0871	67.9466	67.8690	68.6809	68.7565	68.8890	69.0850	69.2972	68.5037	21
451			2.2470	0.814800	0.4746											736	550	45	33		74	53.8340	54.3645	54.8909	55.4271	55.9612	56.2128	55.6938	55.1707	54.6358	54.0985	53.8340	69.2571	69.0749	68.8838	68.6864	68.5130	69.2879	69.4564	69.6490	69.8432	70.0277	69.2571	21
452			1.6883	0.814800	0.2831											781	550	34	33		74	52.2427	52.6370	53.0324	53.4320	53.8245	54.1080	53.7234	53.3331	52.9398	52.5459	52.2427	69.8800	69.7219	69.5639	69.4062	69.2605	70.0243	70.1671	70.3212	70.4783	70.6362	69.8800	21
453			0.7443	0.802700												845	550	15	33		75	48.0879	48.0767	48.0658	48.0546	48.0440	48.8453	48.8559	48.8671	48.8780	48.8892	48.0879	76.3237	76.1342	75.9497	75.7602	75.5807	75.5333	75.7128	75.9023	76.0869	76.2763	76.3237	21
454			4.2441	0.802700	0.7493											860	550	85	33		75	48.4948	48.3431	48.2728	48.1662	48.0883	48.8889	48.9660	49.0728	49.1421	49.2895	48.4948	80.5795	79.5128	78.4429	77.3860	76.3295	76.2705	77.3162	78.3763	79.4298	80.4665	80.5795	21
455			2.3474	0.802700	0.4995											945	550	47	33		75	49.2119	49.0343	48.8418	48.6535	48.5039	49.2805	49.4240	49.6025	49.7960	49.9766	49.2119	82.8840	82.3275	81.7720	81.1969	80.6245	80.4215	80.9703	81.5156	82.0740	82.6399	82.8840	21
456			2.1779	0.802700	0.2498											992	550	44	33		75	49.7066	49.5850	49.4650	49.3482	49.2074	49.9812	50.1272	50.2481	50.3680	50.4895	49.7066	84.9692	84.4331	83.9014	83.3792	82.8687	82.6552	83.1848	83.7254	84.2559	84.7916	84.9692	21
457			1.2439	0.879900	0.6328											30	600	25	33		76	90.3391	90.1554	89.9741	89.7909	89.6143	90.3316	90.5079	90.6898	90.8700	91.0536	90.3391	87.1962	86.9406	86.6883	86.4310	86.1824	85.6728	85.9210	86.1764	86.4271	86.6827	87.1962	21
458			2.2976	0.879900	0.5994											55	600	46	33		76	91.5205	91.2268	90.9392	90.6442	90.3312	91.0615	91.3837	91.6931	91.9859	92.2792	91.5205	89.1186	88.6187	88.1273	87.6506	87.1848	86.6941	87.1735	87.6734	88.1736	88.6729	89.1186	21
459			2.8972	0.879900	0.6494											101	600	58	33		76	92.6670	92.3836	92.1065	91.8316	91.5090	92.2906	92.6288	92.9182	93.1956	93.4780	92.6670	91.7138	91.0405	90.3717	89.7218	89.0979	88.6937	89.3477	90.0319	90.7014	91.3725	91.7138	21
460			0.6644	0.879900	0.3996											159	600	14	33		76	92.9138	92.8504	92.7889	92.7263	92.6660	93.4790	93.5410	93.6053	93.6668	93.7302	92.9138	92.3231	92.1656	92.0126	91.8571	91.7115	91.3748	91.5246	91.6843	91.8372	91.9948	92.3231	21
461			4.8379	0.825100	1.4736											203	600	97	33		77	31.3266	32.4862	33.6641	34.8275	35.9863	36.2116	35.0542	33.8844	32.7264	31.5940	31.3266	93.4405	93.0432	92.7293	92.3947	92.0658	92.8596	93.1880	93.5245	93.8331	94.2211	93.4405	21
462			4.5830	0.825100	0.6494											300	600	92	33		77	27.7737	28.6119	29.4186	30.2688	31.2216	31.6990	30.7977	29.9983	29.1842	28.3330	27.7737	96.5776	95.8050	94.9943	94.1701	93.4943	94.1673	94.8065	95.5815	96.3996	97.1843	96.5776	21
463			3.6913	0.776000	0.6494											422	600	74	33		78	59.6832	60.1185	60.5467	60.9282	61.2839	61.9985	61.6377	61.2419	60.8034	60.3675	59.6832	9.4697	8.6552	7.8487	7.0259	6.1855	6.4879	7.3404	8.1941	9.0200	9.8355	9.4697	25
464			2.4976	0.776000	0.8492											496	600	50	33		78	58.4976	58.8066	59.1008	59.3935	59.6822	60.3685	60.0791	59.7846	59.4853	59.1722	58.4976	11.6563	11.1128	10.5681	10.0186	9.4715	9.8336	10.3821	10.9349	11.4889	12.0398	11.6563	25
465			2.9473	0.776000	0.4829											546	600	59	33		78	56.7931	57.2633	57.7139	58.1292	58.5044	59.1654	58.7765	58.3342	57.8654	57.3893	56.7931	13.9703	13.4058	12.8383	12.2549	11.6448	12.0512	12.6837	13.3048	13.8954	14.4670	13.9703	25
466			2.1977	0.776000	0.7493											605	600	44	33		78	55.3019	55.6919	56.0767	56.4457	56.7991	57.3832	57.0197	56.6335	56.2431	55.8543	55.3019	15.5390	15.1437	14.7571	14.3673	13.9632	14.4740	14.8897	15.2976	15.6899	16.0840	15.5390	25
467			0.9741	0.776000	0.3996											649	600	20	33		78	54.6376	54.8008	54.9641	55.1286	55.2916	55.8646	55.7042	55.5422	55.3790	55.2157	54.6376	16.2769	16.0945	15.9122	15.7283	15.5499	16.0732	16.2488	16.4297	16.6121	16.7945	16.2769	25
468			1.3437	0.797200	0.4995											699	600	27	33		79	76.9779	77.1764	77.3687	77.5560	77.7396	78.4010	78.2165	78.0221	77.8233	77.6248	76.9779	18.5203	18.2446	17.9775	17.7017	17.4288	17.8738	18.1481	18.4343	18.7104	18.9861	18.5203	25
469			4.1958	0.797200	0.5994											726	600	84	33		79	74.3098	74.9902	75.6805	76.3505	76.9868	77.6159	76.9697	76.2852	75.5958	74.9202	74.3098	21.7187	20.9088	20.1180	19.3257	18.5083	18.9980	19.8282	20.6376	21.4274	22.2315	21.7187	25
470			5.2848	0.797200	0.4829											810	600	106	33		79	70.1750	71.2195	72.3123	73.3656	74.3584	74.8716	73.8583	72.7761	71.6979	70.6743	70.1750	24.8793	24.0400	23.2772	22.5053	21.6701	22.2801	23.1326	23.9256	24.6782	25.5007	24.8793	25
471			1.1738	0.797200	0.5495											916	600	24	33		79	69.3200	69.5189	69.7211	69.9339	70.1481	70.7012	70.4981	70.3028	70.1072	69.9083	69.3200	25.7695	25.5520	25.3308	25.1093	24.9029	25.4771	25.6727	25.8761	26.0899	26.3074	25.7695	25
472			3.8413	0.871700	0.5745											970	600	77	33		80	77.9979	77.7411	77.5355	77.3385	77.1404	77.9931	78.1915	78.3881	78.5882	78.8388	77.9979	25.0048	24.0635	23.1133	22.1687	21.2361	21.0550	21.9891	22.9321	23.8565	24.7754	25.0048	25
473			2.3476	0.871700	0.5745											1047	600	47	33		80	78.7158	78.5207	78.3447	78.1661	78.0004	78.8363	78.9996	79.1766	79.3492	79.5395	78.7158	27.2702	26.7065	26.1378	25.5733	25.0138	24.7664	25.3181	25.8775	26.4350	26.9852	27.2702	25
474			0.6844	0.871700												1094	600	14	33		80	78.9523	78.8925	78.8343	78.7745	78.7181	79.5372	79.5936	79.6534	79.7115	79.7713	78.9523	27.9199	27.7556	27.5960	27.4317	27.2768	26.9785	27.1334	27.2977	27.4573	27.6216	27.9199	25
475			1.7434	0.840500	0.5245											30	650	35	33		81	54.9008	55.2708	55.6331	55.9962	56.3475	56.8215	56.4634	56.0909	55.7226	55.3488	54.9008	22.2022	21.9690	21.7354	21.4978	21.2578	21.9518	22.1965	22.4402	22.6777	22.9132	22.2022	25
476			1.6481	0.840500	0.5328											65	650	33	33		81	53.5000	53.8666	54.2179	54.5653	54.9049	55.3447	54.9948	54.6234	54.2416	53.8580	53.5000	22.9656	22.7930	22.6080	22.4081	22.1996	22.9158	23.1306	23.3443	23.5454	23.7260	22.9656	25
477			2.2526	0.840500	0.4995											98	650	46	33		81	51.4630	51.9642	52.4722	52.9929	53.5064	53.8515	53.3449	52.8451	52.3507	51.8492	51.4630	23.9622	23.7029	23.4397	23.1939	22.9626	23.7290	23.9571	24.1931	24.4493	24.7087	23.9622	25
478			2.9422	0.815400	0.2997											174	650	59	33		82	63.4096	63.7223	64.0418	64.3876	64.7262	65.4484	65.1101	64.7716	64.4600	64.1488	63.4096	26.1363	25.4645	24.7931	24.1308	23.4845	23.8629	24.5087	25.1572	25.8117	26.4804	26.1363	25
479			3.2650	0.815400	0.4995											233	650	66	33		82	62.4604	62.6687	62.9163	63.1409	63.3912	64.1671	63.9212	63.6974	63.4527	63.2496	62.4604	29.3365	28.5334	27.7475	26.9582	26.1831	26.4336	27.1951	27.9817	28.7584	29.5412	29.3365	25
480			2.0430	0.773200	0.4163											329	650	41	33		83	97.9005	98.0746	98.2322	98.3680	98.5039	99.2485	99.1126	98.9714	98.8045	98.6272	97.9005	28.2325	27.7534	27.2843	26.7984	26.3125	26.5207	27.0066	27.5117	28.0086	28.4965	28.2325	25
481			2.6968	0.773200	0.6161											370	650	54	33		83	96.6516	97.0332	97.3562	97.6548	97.9074	98.6204	98.3559	98.0350	97.6854	97.2832	96.6516	30.4966	29.9563	29.3949	28.8175	28.2150	28.5139	29.1450	29.7654	30.3730	30.9426	30.4966	25
482			2.7966	0.773200	0.4746											424	650	56	33		83	95.2575	95.5691	95.8854	96.2503	96.6475	97.2873	96.9051	96.5667	96.2622	95.9510	95.2575	32.9854	32.3533	31.7150	31.0883	30.5026	30.9366	31.5002	32.0816	32.6959	33.3273	32.9854	25
483			2.1729	0.773200	0.3996											480	650	44	33		83	94.2521	94.5037	94.7563	95.0134	95.2613	95.9472	95.6971	95.4399	95.1893	94.9377	94.2521	34.9020	34.4191	33.9342	33.4544	32.9779	33.3348	33.8154	34.2955	34.7764	35.2592	34.9020	25
484			3.3419	0.761300	0.5245											554	650	67	33		84	98.3337	99.0416	99.7511	100.4756	101.1852	101.5780	100.8669	100.1499	99.4502	98.7434	98.3337	42.8875	42.4356	41.9858	41.5537	41.1263	41.7784	42.2067	42.6343	43.0779	43.5292	42.8875	25
485			2.8224	0.761300	0.7493											621	650	57	33		84	95.9815	96.5724	97.1545	97.7427	98.3294	98.7477	98.1659	97.5810	96.9941	96.3999	95.9815	44.4565	44.0677	43.6762	43.2762	42.8903	43.5264	43.9090	44.3068	44.7015	45.0925	44.4565	25
486			1.6435	0.854500	0.4163											708	650	33	33		85	90.8256	90.6446	90.4664	90.2863	90.1106	90.8803	91.0560	91.2360	91.4139	91.5945	90.8256	43.3410	42.9675	42.5982	42.2246	41.8602	41.4891	41.8536	42.2270	42.5955	42.9683	43.3410	25
487			3.3465	0.854500	0.4746											741	650	67	33		85	92.2250	91.8344	91.5427	91.1868	90.8255	91.5946	91.9561	92.3302	92.6190	92.9872	92.2250	46.3854	45.6148	44.8239	44.0870	43.3408	42.9684	43.7149	44.4895	45.2726	45.9991	46.3854	25
488			1.8082	0.854500	0.4995											808	650	37	33		85	92.9801	92.7952	92.6125	92.4216	92.2242	92.9880	93.1894	93.3888	93.5759	93.7607	92.9801	48.0044	47.5891	47.1787	46.7772	46.3839	46.0007	46.4021	46.8214	47.2416	47.6569	48.0044	25
489			4.1902	0.853900	0.6744											875	650	84	33		86	48.5354	49.4621	50.3569	51.2802	52.2152	52.6066	51.6860	50.7825	49.8672	48.9132	48.5354	56.9228	56.4656	55.9417	55.4204	54.9381	55.6969	56.1719	56.6819	57.2179	57.6885	56.9228	25
490			4.8946	0.853900	0.6744											959	650	98	33		86	43.9556	45.1462	46.3203	47.4496	48.5596	48.8890	47.7506	46.5600	45.3600	44.1764	43.9556	58.3672	58.0486	57.7552	57.3760	56.9118	57.6995	58.1757	58.5754	58.8752	59.1920	58.3672	25
491			4.1901	0.781100	0.5245											30	700	84	33		87	93.4822	94.5350	95.6065	96.6729	97.7187	97.6895	96.6488	95.6178	94.5956	93.5618	93.4822	55.4403	55.3324	55.2752	55.3012	55.3403	56.1208	56.0819	56.0568	56.1113	56.2173	55.4403	25
492			3.3766	0.781100	0.5162											114	700	68	33		87	90.1204	90.9721	91.8236	92.6654	93.4978	93.5462	92.7034	91.8580	91.0236	90.1823	90.1204	55.6332	55.5654	55.5204	55.4907	55.4390	56.2186	56.2710	56.3008	56.3449	56.4118	55.6332	25
493			5.6882	0.838500	0.6494											212	700	114	33		88	14.7015	13.3251	11.9402	10.5424	9.1468	9.3003	10.6942	12.0973	13.5042	14.8956	14.7015	64.9267	64.5991	64.3229	64.0683	63.8086	62.9842	63.2436	63.4992	63.7798	64.1109	64.9267	25
494			4.2904	0.838500	1.3488											326	700	86	33		88	18.7352	17.7232	16.6955	15.6664	14.6564	14.9408	15.9413	16.9495	17.9780	19.0022	18.7352	66.2709	65.9310	65.6207	65.2772	64.9132	64.1243	64.4850	64.8214	65.1320	65.4760	66.2709	25
495			2.7923	0.798400	0.4496											442	700	56	33		89	36.2352	36.5200	36.8124	37.0998	37.4016	38.1219	37.8243	37.5394	37.2477	36.9649	36.2352	68.1365	67.4950	66.8589	66.2180	65.5872	65.9318	66.5537	67.1890	67.8238	68.4605	68.1365	25
496			3.0945	0.798400	0.5245											498	700	62	33		89	35.1433	35.4557	35.6851	35.9445	36.2284	36.9716	36.6933	36.4426	36.2020	35.8698	35.1433	71.0244	70.3391	69.6189	68.8755	68.1525	68.4444	69.1531	69.8717	70.6269	71.3556	71.0244	25
497			2.1458	0.798400	0.3830											560	700	43	33		89	33.8899	34.2322	34.5707	34.8915	35.1737	35.8395	35.5394	35.1938	34.8497	34.5066	33.8899	72.6348	72.2186	71.8043	71.3958	70.9696	71.4104	71.8635	72.3035	72.7248	73.1420	72.6348	25
498			2.6026	0.798400												603	700	53	33		89	32.2366	32.6585	33.0672	33.4805	33.8896	34.5069	34.0987	33.6856	33.2712	32.8444	32.2366	74.6357	74.1404	73.6416	73.1341	72.6353	73.1416	73.6393	74.1467	74.6524	75.1535	74.6357	25
499			1.8433	0.780000	0.6244											686	700	37	33		90	65.4840	65.2802	65.0743	64.8617	64.6531	65.3461	65.5547	65.7686	65.9782	66.1841	65.4840	79.0348	78.6200	78.2136	77.8022	77.3984	77.0404	77.4443	77.8583	78.2718	78.6910	79.0348	25
500			2.3970	0.780000	0.5828											723	700	48	33		90	66.4876	66.2027	65.9525	65.7177	65.4776	66.1904	66.4330	66.6676	66.9054	67.1792	66.4876	81.2207	80.6745	80.1134	79.5616	79.0212	78.7046	79.2505	79.8018	80.3350	80.8601	81.2207	25
501			4.1610	0.780000	0.3497											771	700	84	33		90	69.0735	68.4135	67.7586	67.1271	66.5178	67.1489	67.7548	68.3752	69.0202	69.6784	69.0735	84.5791	83.7682	82.9516	82.1085	81.2696	80.8112	81.6455	82.4737	83.2781	84.0867	84.5791	25
502			3.8413	0.848600	0.4246											885	700	77	33		91	37.5505	38.4625	39.3635	40.2622	41.1590	41.4517	40.5573	39.6503	38.7375	37.8245	37.5505	81.8565	81.5453	81.2354	80.8991	80.5696	81.3661	81.6947	82.0341	82.3481	82.6596	81.8565	25
503			1.4484	0.848600	0.4662											962	700	29	33		91	36.1781	36.5143	36.8550	37.2005	37.5376	37.8374	37.5113	37.1819	36.8516	36.5205	36.1781	82.4232	82.2749	82.1299	81.9884	81.8611	82.6549	82.7781	82.9130	83.0535	83.1996	82.4232	25
504			0.8492	0.848600	0.4746											991	700	17	33		91	35.4107	35.6123	35.8138	36.0028	36.1781	36.5205	36.3209	36.1068	35.9051	35.7035	35.4107	82.7182	82.6441	82.5700	82.5005	82.4232	83.1996	83.2876	83.3664	83.4406	83.5147	82.7182	25
505			1.8782	0.848600	0.3330											1008	700	38	33		91	33.6459	34.1016	34.5459	34.9832	35.4205	35.6937	35.2514	34.7959	34.3384	33.8826	33.6459	83.2676	83.1352	83.0061	82.8635	82.7148	83.5181	83.6686	83.8171	83.9500	84.0824	83.2676	25
506			3.3408	0.804200	1.5486											30	750	67	33		92	68.6452	68.4617	68.2274	68.0041	67.8178	68.6019	68.7845	69.0011	69.2401	69.4293	68.6452	89.1828	88.3775	87.5855	86.7639	85.9474	85.7685	86.5690	87.3660	88.1739	89.0041	89.1828	25
507			3.5364	0.804200	0.9491											97	750	71	33		92	69.1517	69.0085	68.8762	68.7630	68.6391	69.4353	69.5599	69.6727	69.8030	69.9455	69.1517	92.6570	91.7770	90.8960	90.0177	89.1503	89.0366	89.9094	90.7849	91.6527	92.5279	92.6570	25
